DATE,WORKOUT_NAME,DURATION_MIN,EXERCISE_NAME,SET_ORDER,WEIGHT_LBS,REPS,NOTES,RPE,VOLUME,RECORDED_RPE,REPS_ONLY
2025-09-22 09:05:00,PUSH DAY,99,Incline Press (Dumbbell),1,55.0,9.0,,8.0,495.0,True,9.0
2025-09-22 09:05:00,PUSH DAY,99,Incline Press (Dumbbell),2,55.0,7.0,,9.0,385.0,True,7.0
2025-09-22 09:05:00,PUSH DAY,99,Incline Press (Dumbbell),3,55.0,8.0,,9.0,440.0,True,8.0
2025-09-22 09:05:00,PUSH DAY,99,Lateral Raise (Dumbbell),1,20.0,6.0,,9.0,120.0,True,6.0
2025-09-22 09:05:00,PUSH DAY,99,Lateral Raise (Dumbbell),2,20.0,7.0,,10.0,140.0,True,7.0
2025-09-22 09:05:00,PUSH DAY,99,Lateral Raise (Dumbbell),3,20.0,4.0,,9.0,80.0,True,4.0
2025-09-22 09:05:00,PUSH DAY,99,Triceps Pushdown (Cable),1,45.0,6.0,,7.0,270.0,True,6.0
2025-09-22 09:05:00,PUSH DAY,99,Triceps Pushdown (Cable),2,45.0,8.0,,9.0,360.0,True,8.0
2025-09-22 09:05:00,PUSH DAY,99,Triceps Pushdown (Cable),3,45.0,5.0,,8.0,225.0,True,5.0
2025-09-23 08:20:00,LEGS DAY,101,Squat (Barbell),1,160.0,8.0,,,1280.0,False,8.0
2025-09-23 08:20:00,LEGS DAY,101,Squat (Barbell),2,160.0,6.0,,9.0,960.0,True,6.0
2025-09-23 08:20:00,LEGS DAY,101,Squat (Barbell),3,160.0,7.0,,10.0,1120.0,True,7.0
2025-09-23 08:20:00,LEGS DAY,101,Squat (Barbell),4,160.0,6.0,,9.0,960.0,True,6.0
2025-09-23 08:20:00,LEGS DAY,101,Romanian Deadlift (Barbell),1,135.0,8.0,,6.0,1080.0,True,8.0
2025-09-23 08:20:00,LEGS DAY,101,Romanian Deadlift (Barbell),2,135.0,5.0,,,675.0,False,5.0
2025-09-23 08:20:00,LEGS DAY,101,Romanian Deadlift (Barbell),3,135.0,6.0,,9.0,810.0,True,6.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Press (Machine),1,260.0,9.0,,,2340.0,False,9.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Press (Machine),2,260.0,7.0,,,1820.0,False,7.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Press (Machine),3,260.0,7.0,,9.0,1820.0,True,7.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Curl (Machine),1,85.0,11.0,,,935.0,False,11.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Curl (Machine),2,85.0,8.0,,9.0,680.0,True,8.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Curl (Machine),3,85.0,6.0,,7.0,510.0,True,6.0
2025-09-23 08:20:00,LEGS DAY,101,Leg Curl (Machine),4,85.0,6.0,,8.0,510.0,True,6.0
2025-09-23 08:20:00,LEGS DAY,101,Calf Raise (Machine),1,125.0,7.0,,7.0,875.0,True,7.0
2025-09-23 08:20:00,LEGS DAY,101,Calf Raise (Machine),2,125.0,10.0,,6.0,1250.0,True,10.0
2025-09-23 08:20:00,LEGS DAY,101,Calf Raise (Machine),3,125.0,7.0,,8.0,875.0,True,7.0
2025-09-23 08:20:00,LEGS DAY,101,Calf Raise (Machine),4,125.0,5.0,,9.0,625.0,True,5.0
2025-09-25 09:35:00,PULL DAY,117,Deadlift (Barbell),1,190.0,4.0,,7.0,760.0,True,4.0
2025-09-25 09:35:00,PULL DAY,117,Deadlift (Barbell),2,190.0,8.0,,10.0,1520.0,True,8.0
2025-09-25 09:35:00,PULL DAY,117,Deadlift (Barbell),3,190.0,9.0,,10.0,1710.0,True,9.0
2025-09-25 09:35:00,PULL DAY,117,Deadlift (Barbell),4,190.0,7.0,,8.0,1330.0,True,7.0
2025-09-25 09:35:00,PULL DAY,117,Lat Pulldown (Machine),1,120.0,8.0,,7.0,960.0,True,8.0
2025-09-25 09:35:00,PULL DAY,117,Lat Pulldown (Machine),2,120.0,7.0,,,840.0,False,7.0
2025-09-25 09:35:00,PULL DAY,117,Lat Pulldown (Machine),3,120.0,8.0,,9.0,960.0,True,8.0
2025-09-25 09:35:00,PULL DAY,117,Lat Pulldown (Machine),4,120.0,6.0,,10.0,720.0,True,6.0
2025-09-25 09:35:00,PULL DAY,117,Seated Row (Cable),1,110.0,7.0,,9.0,770.0,True,7.0
2025-09-25 09:35:00,PULL DAY,117,Seated Row (Cable),2,110.0,6.0,,,660.0,False,6.0
2025-09-25 09:35:00,PULL DAY,117,Seated Row (Cable),3,110.0,5.0,,,550.0,False,5.0
2025-09-25 09:35:00,PULL DAY,117,Seated Row (Cable),4,110.0,7.0,,9.0,770.0,True,7.0
2025-09-25 09:35:00,PULL DAY,117,Bicep Curl (Dumbbell),1,35.0,9.0,,8.0,315.0,True,9.0
2025-09-25 09:35:00,PULL DAY,117,Bicep Curl (Dumbbell),2,35.0,6.0,,10.0,210.0,True,6.0
2025-09-25 09:35:00,PULL DAY,117,Bicep Curl (Dumbbell),3,35.0,6.0,,8.0,210.0,True,6.0
2025-09-25 09:35:00,PULL DAY,117,Face Pull (Cable),1,40.0,7.0,,8.0,280.0,True,7.0
2025-09-25 09:35:00,PULL DAY,117,Face Pull (Cable),2,40.0,5.0,,,200.0,False,5.0
2025-09-25 09:35:00,PULL DAY,117,Face Pull (Cable),3,40.0,8.0,,7.0,320.0,True,8.0
2025-09-27 09:00:00,FULL BODY,92,Squat (Barbell),1,145.0,11.0,,7.0,1595.0,True,11.0
2025-09-27 09:00:00,FULL BODY,92,Squat (Barbell),2,145.0,8.0,,7.0,1160.0,True,8.0
2025-09-27 09:00:00,FULL BODY,92,Squat (Barbell),3,145.0,6.0,,10.0,870.0,True,6.0
2025-09-27 09:00:00,FULL BODY,92,Bench Press (Barbell),1,135.0,6.0,,,810.0,False,6.0
2025-09-27 09:00:00,FULL BODY,92,Bench Press (Barbell),2,135.0,9.0,,8.0,1215.0,True,9.0
2025-09-27 09:00:00,FULL BODY,92,Bench Press (Barbell),3,135.0,7.0,,9.0,945.0,True,7.0
2025-09-27 09:00:00,FULL BODY,92,Bench Press (Barbell),4,135.0,4.0,,10.0,540.0,True,4.0
2025-09-27 09:00:00,FULL BODY,92,Seated Row (Cable),1,95.0,9.0,,,855.0,False,9.0
2025-09-27 09:00:00,FULL BODY,92,Seated Row (Cable),2,95.0,8.0,,,760.0,False,8.0
2025-09-27 09:00:00,FULL BODY,92,Seated Row (Cable),3,95.0,4.0,,9.0,380.0,True,4.0
2025-09-27 09:00:00,FULL BODY,92,Overhead Press (Dumbbell),1,35.0,7.0,,8.0,245.0,True,7.0
2025-09-27 09:00:00,FULL BODY,92,Overhead Press (Dumbbell),2,35.0,9.0,,,315.0,False,9.0
2025-09-27 09:00:00,FULL BODY,92,Overhead Press (Dumbbell),3,35.0,7.0,,8.0,245.0,True,7.0
2025-09-27 09:00:00,FULL BODY,92,Plank Hold,1,20.0,8.0,,,160.0,False,8.0
2025-09-27 09:00:00,FULL BODY,92,Plank Hold,2,20.0,10.0,,,200.0,False,10.0
2025-09-27 09:00:00,FULL BODY,92,Plank Hold,3,20.0,6.0,,9.0,120.0,True,6.0
2025-09-27 09:00:00,FULL BODY,92,Plank Hold,4,20.0,5.0,,10.0,100.0,True,5.0
2025-09-29 07:29:00,PUSH DAY,95,Bench Press (Barbell),1,145.0,7.0,,9.0,1015.0,True,7.0
2025-09-29 07:29:00,PUSH DAY,95,Bench Press (Barbell),2,145.0,6.0,,9.0,870.0,True,6.0
2025-09-29 07:29:00,PUSH DAY,95,Bench Press (Barbell),3,145.0,9.0,,9.0,1305.0,True,9.0
2025-09-29 07:29:00,PUSH DAY,95,Overhead Press (Barbell),1,80.0,10.0,,8.0,800.0,True,10.0
2025-09-29 07:29:00,PUSH DAY,95,Overhead Press (Barbell),2,80.0,9.0,,9.0,720.0,True,9.0
2025-09-29 07:29:00,PUSH DAY,95,Overhead Press (Barbell),3,80.0,4.0,,8.0,320.0,True,4.0
2025-09-29 07:29:00,PUSH DAY,95,Overhead Press (Barbell),4,80.0,6.0,,9.0,480.0,True,6.0
2025-09-29 07:29:00,PUSH DAY,95,Incline Press (Dumbbell),1,50.0,7.0,,6.0,350.0,True,7.0
2025-09-29 07:29:00,PUSH DAY,95,Incline Press (Dumbbell),2,50.0,7.0,,9.0,350.0,True,7.0
2025-09-29 07:29:00,PUSH DAY,95,Incline Press (Dumbbell),3,50.0,7.0,,,350.0,False,7.0
2025-09-29 07:29:00,PUSH DAY,95,Lateral Raise (Dumbbell),1,15.0,10.0,,7.0,150.0,True,10.0
2025-09-29 07:29:00,PUSH DAY,95,Lateral Raise (Dumbbell),2,15.0,5.0,,,75.0,False,5.0
2025-09-29 07:29:00,PUSH DAY,95,Lateral Raise (Dumbbell),3,15.0,7.0,,9.0,105.0,True,7.0
2025-09-29 07:29:00,PUSH DAY,95,Lateral Raise (Dumbbell),4,15.0,8.0,,9.0,120.0,True,8.0
2025-09-29 07:29:00,PUSH DAY,95,Triceps Pushdown (Cable),1,40.0,8.0,,9.0,320.0,True,8.0
2025-09-29 07:29:00,PUSH DAY,95,Triceps Pushdown (Cable),2,40.0,8.0,,,320.0,False,8.0
2025-09-29 07:29:00,PUSH DAY,95,Triceps Pushdown (Cable),3,40.0,5.0,,8.0,200.0,True,5.0
2025-09-30 08:08:00,LEGS DAY,103,Squat (Barbell),1,165.0,8.0,,,1320.0,False,8.0
2025-09-30 08:08:00,LEGS DAY,103,Squat (Barbell),2,165.0,7.0,,9.0,1155.0,True,7.0
2025-09-30 08:08:00,LEGS DAY,103,Squat (Barbell),3,165.0,7.0,,,1155.0,False,7.0
2025-09-30 08:08:00,LEGS DAY,103,Romanian Deadlift (Barbell),1,140.0,7.0,,9.0,980.0,True,7.0
2025-09-30 08:08:00,LEGS DAY,103,Romanian Deadlift (Barbell),2,140.0,8.0,,9.0,1120.0,True,8.0
2025-09-30 08:08:00,LEGS DAY,103,Romanian Deadlift (Barbell),3,140.0,5.0,,10.0,700.0,True,5.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Press (Machine),1,265.0,10.0,,,2650.0,False,10.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Press (Machine),2,265.0,7.0,,9.0,1855.0,True,7.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Press (Machine),3,265.0,6.0,,9.0,1590.0,True,6.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Press (Machine),4,265.0,7.0,,9.0,1855.0,True,7.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Curl (Machine),1,85.0,6.0,,8.0,510.0,True,6.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Curl (Machine),2,85.0,9.0,,,765.0,False,9.0
2025-09-30 08:08:00,LEGS DAY,103,Leg Curl (Machine),3,85.0,7.0,,,595.0,False,7.0
2025-09-30 08:08:00,LEGS DAY,103,Calf Raise (Machine),1,125.0,6.0,,9.0,750.0,True,6.0
2025-09-30 08:08:00,LEGS DAY,103,Calf Raise (Machine),2,125.0,5.0,,8.0,625.0,True,5.0
2025-09-30 08:08:00,LEGS DAY,103,Calf Raise (Machine),3,125.0,7.0,,10.0,875.0,True,7.0
2025-10-02 08:02:00,PULL DAY,112,Deadlift (Barbell),1,195.0,5.0,"Slept badly, lighter loads",7.0,975.0,True,5.0
2025-10-02 08:02:00,PULL DAY,112,Deadlift (Barbell),2,195.0,8.0,,,1560.0,False,8.0
2025-10-02 08:02:00,PULL DAY,112,Deadlift (Barbell),3,195.0,9.0,,,1755.0,False,9.0
2025-10-02 08:02:00,PULL DAY,112,Deadlift (Barbell),4,195.0,4.0,,10.0,780.0,True,4.0
2025-10-02 08:02:00,PULL DAY,112,Lat Pulldown (Machine),1,115.0,5.0,Great pump,8.0,575.0,True,5.0
2025-10-02 08:02:00,PULL DAY,112,Lat Pulldown (Machine),2,115.0,10.0,,,1150.0,False,10.0
2025-10-02 08:02:00,PULL DAY,112,Lat Pulldown (Machine),3,115.0,8.0,,7.0,920.0,True,8.0
2025-10-02 08:02:00,PULL DAY,112,Lat Pulldown (Machine),4,115.0,6.0,,7.0,690.0,True,6.0
2025-10-02 08:02:00,PULL DAY,112,Seated Row (Cable),1,105.0,8.0,Great pump,,840.0,False,8.0
2025-10-02 08:02:00,PULL DAY,112,Seated Row (Cable),2,105.0,9.0,,8.0,945.0,True,9.0
2025-10-02 08:02:00,PULL DAY,112,Seated Row (Cable),3,105.0,5.0,,7.0,525.0,True,5.0
2025-10-02 08:02:00,PULL DAY,112,Bicep Curl (Dumbbell),1,30.0,7.0,Great pump,,210.0,False,7.0
2025-10-02 08:02:00,PULL DAY,112,Bicep Curl (Dumbbell),2,30.0,8.0,,9.0,240.0,True,8.0
2025-10-02 08:02:00,PULL DAY,112,Bicep Curl (Dumbbell),3,30.0,6.0,,8.0,180.0,True,6.0
2025-10-02 08:02:00,PULL DAY,112,Bicep Curl (Dumbbell),4,30.0,7.0,,8.0,210.0,True,7.0
2025-10-02 08:02:00,PULL DAY,112,Face Pull (Cable),1,40.0,7.0,Felt strong today,9.0,280.0,True,7.0
2025-10-02 08:02:00,PULL DAY,112,Face Pull (Cable),2,40.0,9.0,,8.0,360.0,True,9.0
2025-10-02 08:02:00,PULL DAY,112,Face Pull (Cable),3,40.0,6.0,,,240.0,False,6.0
2025-10-02 08:02:00,PULL DAY,112,Face Pull (Cable),4,40.0,7.0,,8.0,280.0,True,7.0
2025-10-04 08:16:00,FULL BODY,84,Squat (Barbell),1,155.0,10.0,,7.0,1550.0,True,10.0
2025-10-04 08:16:00,FULL BODY,84,Squat (Barbell),2,155.0,8.0,,8.0,1240.0,True,8.0
2025-10-04 08:16:00,FULL BODY,84,Squat (Barbell),3,155.0,4.0,,,620.0,False,4.0
2025-10-04 08:16:00,FULL BODY,84,Bench Press (Barbell),1,125.0,9.0,,6.0,1125.0,True,9.0
2025-10-04 08:16:00,FULL BODY,84,Bench Press (Barbell),2,125.0,9.0,,,1125.0,False,9.0
2025-10-04 08:16:00,FULL BODY,84,Bench Press (Barbell),3,125.0,7.0,,9.0,875.0,True,7.0
2025-10-04 08:16:00,FULL BODY,84,Bench Press (Barbell),4,125.0,4.0,,10.0,500.0,True,4.0
2025-10-04 08:16:00,FULL BODY,84,Seated Row (Cable),1,100.0,10.0,,7.0,1000.0,True,10.0
2025-10-04 08:16:00,FULL BODY,84,Seated Row (Cable),2,100.0,8.0,,8.0,800.0,True,8.0
2025-10-04 08:16:00,FULL BODY,84,Seated Row (Cable),3,100.0,7.0,,9.0,700.0,True,7.0
2025-10-04 08:16:00,FULL BODY,84,Overhead Press (Dumbbell),1,30.0,9.0,,8.0,270.0,True,9.0
2025-10-04 08:16:00,FULL BODY,84,Overhead Press (Dumbbell),2,30.0,8.0,,,240.0,False,8.0
2025-10-04 08:16:00,FULL BODY,84,Overhead Press (Dumbbell),3,30.0,7.0,,,210.0,False,7.0
2025-10-04 08:16:00,FULL BODY,84,Plank Hold,1,25.0,8.0,,,200.0,False,8.0
2025-10-04 08:16:00,FULL BODY,84,Plank Hold,2,25.0,5.0,,9.0,125.0,True,5.0
2025-10-04 08:16:00,FULL BODY,84,Plank Hold,3,25.0,6.0,,10.0,150.0,True,6.0
2025-10-07 07:43:00,LEGS DAY,121,Squat (Barbell),1,160.0,5.0,,,800.0,False,5.0
2025-10-07 07:43:00,LEGS DAY,121,Squat (Barbell),2,160.0,7.0,,8.0,1120.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Squat (Barbell),3,160.0,6.0,,,960.0,False,6.0
2025-10-07 07:43:00,LEGS DAY,121,Squat (Barbell),4,160.0,4.0,,8.0,640.0,True,4.0
2025-10-07 07:43:00,LEGS DAY,121,Romanian Deadlift (Barbell),1,135.0,7.0,,8.0,945.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Romanian Deadlift (Barbell),2,135.0,7.0,,6.0,945.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Romanian Deadlift (Barbell),3,135.0,7.0,,9.0,945.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Press (Machine),1,255.0,7.0,,7.0,1785.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Press (Machine),2,255.0,8.0,,7.0,2040.0,True,8.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Press (Machine),3,255.0,5.0,,,1275.0,False,5.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Curl (Machine),1,85.0,9.0,,8.0,765.0,True,9.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Curl (Machine),2,85.0,6.0,,8.0,510.0,True,6.0
2025-10-07 07:43:00,LEGS DAY,121,Leg Curl (Machine),3,85.0,4.0,,10.0,340.0,True,4.0
2025-10-07 07:43:00,LEGS DAY,121,Calf Raise (Machine),1,120.0,7.0,,6.0,840.0,True,7.0
2025-10-07 07:43:00,LEGS DAY,121,Calf Raise (Machine),2,120.0,5.0,,7.0,600.0,True,5.0
2025-10-07 07:43:00,LEGS DAY,121,Calf Raise (Machine),3,120.0,5.0,,8.0,600.0,True,5.0
2025-10-09 08:40:00,PULL DAY,105,Deadlift (Barbell),1,195.0,8.0,,9.0,1560.0,True,8.0
2025-10-09 08:40:00,PULL DAY,105,Deadlift (Barbell),2,195.0,7.0,,8.0,1365.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Deadlift (Barbell),3,195.0,4.0,,,780.0,False,4.0
2025-10-09 08:40:00,PULL DAY,105,Lat Pulldown (Machine),1,115.0,7.0,,8.0,805.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Lat Pulldown (Machine),2,115.0,7.0,,6.0,805.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Lat Pulldown (Machine),3,115.0,5.0,,,575.0,False,5.0
2025-10-09 08:40:00,PULL DAY,105,Lat Pulldown (Machine),4,115.0,6.0,,9.0,690.0,True,6.0
2025-10-09 08:40:00,PULL DAY,105,Seated Row (Cable),1,105.0,7.0,,7.0,735.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Seated Row (Cable),2,105.0,6.0,,9.0,630.0,True,6.0
2025-10-09 08:40:00,PULL DAY,105,Seated Row (Cable),3,105.0,9.0,,9.0,945.0,True,9.0
2025-10-09 08:40:00,PULL DAY,105,Seated Row (Cable),4,105.0,4.0,,,420.0,False,4.0
2025-10-09 08:40:00,PULL DAY,105,Bicep Curl (Dumbbell),1,25.0,8.0,,8.0,200.0,True,8.0
2025-10-09 08:40:00,PULL DAY,105,Bicep Curl (Dumbbell),2,25.0,8.0,,9.0,200.0,True,8.0
2025-10-09 08:40:00,PULL DAY,105,Bicep Curl (Dumbbell),3,25.0,7.0,,8.0,175.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Face Pull (Cable),1,45.0,8.0,,6.0,360.0,True,8.0
2025-10-09 08:40:00,PULL DAY,105,Face Pull (Cable),2,45.0,7.0,,9.0,315.0,True,7.0
2025-10-09 08:40:00,PULL DAY,105,Face Pull (Cable),3,45.0,8.0,,7.0,360.0,True,8.0
2025-10-09 08:40:00,PULL DAY,105,Face Pull (Cable),4,45.0,8.0,,10.0,360.0,True,8.0
2025-10-11 07:39:00,FULL BODY,91,Squat (Barbell),1,155.0,7.0,,7.0,1085.0,True,7.0
2025-10-11 07:39:00,FULL BODY,91,Squat (Barbell),2,155.0,4.0,,8.0,620.0,True,4.0
2025-10-11 07:39:00,FULL BODY,91,Squat (Barbell),3,155.0,9.0,,10.0,1395.0,True,9.0
2025-10-11 07:39:00,FULL BODY,91,Squat (Barbell),4,155.0,7.0,,10.0,1085.0,True,7.0
2025-10-11 07:39:00,FULL BODY,91,Bench Press (Barbell),1,130.0,9.0,,,1170.0,False,9.0
2025-10-11 07:39:00,FULL BODY,91,Bench Press (Barbell),2,130.0,5.0,,9.0,650.0,True,5.0
2025-10-11 07:39:00,FULL BODY,91,Bench Press (Barbell),3,130.0,7.0,,7.0,910.0,True,7.0
2025-10-11 07:39:00,FULL BODY,91,Seated Row (Cable),1,95.0,9.0,,7.0,855.0,True,9.0
2025-10-11 07:39:00,FULL BODY,91,Seated Row (Cable),2,95.0,6.0,,8.0,570.0,True,6.0
2025-10-11 07:39:00,FULL BODY,91,Seated Row (Cable),3,95.0,6.0,,10.0,570.0,True,6.0
2025-10-11 07:39:00,FULL BODY,91,Overhead Press (Dumbbell),1,40.0,9.0,,8.0,360.0,True,9.0
2025-10-11 07:39:00,FULL BODY,91,Overhead Press (Dumbbell),2,40.0,8.0,,7.0,320.0,True,8.0
2025-10-11 07:39:00,FULL BODY,91,Overhead Press (Dumbbell),3,40.0,5.0,,10.0,200.0,True,5.0
2025-10-11 07:39:00,FULL BODY,91,Overhead Press (Dumbbell),4,40.0,5.0,,,200.0,False,5.0
2025-10-11 07:39:00,FULL BODY,91,Plank Hold,1,25.0,9.0,,10.0,225.0,True,9.0
2025-10-11 07:39:00,FULL BODY,91,Plank Hold,2,25.0,9.0,,9.0,225.0,True,9.0
2025-10-11 07:39:00,FULL BODY,91,Plank Hold,3,25.0,8.0,,,200.0,False,8.0
2025-10-11 07:39:00,FULL BODY,91,Plank Hold,4,25.0,5.0,,8.0,125.0,True,5.0
2025-10-13 09:27:00,PUSH DAY,93,Bench Press (Barbell),1,125.0,9.0,Felt strong today,8.0,1125.0,True,9.0
2025-10-13 09:27:00,PUSH DAY,93,Bench Press (Barbell),2,125.0,4.0,,8.0,500.0,True,4.0
2025-10-13 09:27:00,PUSH DAY,93,Bench Press (Barbell),3,125.0,6.0,,9.0,750.0,True,6.0
2025-10-13 09:27:00,PUSH DAY,93,Overhead Press (Barbell),1,65.0,8.0,New PR!,7.0,520.0,True,8.0
2025-10-13 09:27:00,PUSH DAY,93,Overhead Press (Barbell),2,65.0,6.0,,7.0,390.0,True,6.0
2025-10-13 09:27:00,PUSH DAY,93,Overhead Press (Barbell),3,65.0,5.0,,8.0,325.0,True,5.0
2025-10-13 09:27:00,PUSH DAY,93,Incline Press (Dumbbell),1,45.0,9.0,New PR!,7.0,405.0,True,9.0
2025-10-13 09:27:00,PUSH DAY,93,Incline Press (Dumbbell),2,45.0,7.0,,7.0,315.0,True,7.0
2025-10-13 09:27:00,PUSH DAY,93,Incline Press (Dumbbell),3,45.0,4.0,,,180.0,False,4.0
2025-10-13 09:27:00,PUSH DAY,93,Lateral Raise (Dumbbell),1,15.0,10.0,Great pump,7.0,150.0,True,10.0
2025-10-13 09:27:00,PUSH DAY,93,Lateral Raise (Dumbbell),2,15.0,8.0,,10.0,120.0,True,8.0
2025-10-13 09:27:00,PUSH DAY,93,Lateral Raise (Dumbbell),3,15.0,8.0,,8.0,120.0,True,8.0
2025-10-13 09:27:00,PUSH DAY,93,Triceps Pushdown (Cable),1,45.0,8.0,Felt strong today,8.0,360.0,True,8.0
2025-10-13 09:27:00,PUSH DAY,93,Triceps Pushdown (Cable),2,45.0,8.0,,,360.0,False,8.0
2025-10-13 09:27:00,PUSH DAY,93,Triceps Pushdown (Cable),3,45.0,7.0,,9.0,315.0,True,7.0
2025-10-13 09:27:00,PUSH DAY,93,Triceps Pushdown (Cable),4,45.0,7.0,,9.0,315.0,True,7.0
2025-10-14 08:08:00,LEGS DAY,115,Squat (Barbell),1,165.0,10.0,,8.0,1650.0,True,10.0
2025-10-14 08:08:00,LEGS DAY,115,Squat (Barbell),2,165.0,8.0,,6.0,1320.0,True,8.0
2025-10-14 08:08:00,LEGS DAY,115,Squat (Barbell),3,165.0,5.0,,,825.0,False,5.0
2025-10-14 08:08:00,LEGS DAY,115,Romanian Deadlift (Barbell),1,140.0,5.0,,8.0,700.0,True,5.0
2025-10-14 08:08:00,LEGS DAY,115,Romanian Deadlift (Barbell),2,140.0,5.0,,9.0,700.0,True,5.0
2025-10-14 08:08:00,LEGS DAY,115,Romanian Deadlift (Barbell),3,140.0,6.0,,10.0,840.0,True,6.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Press (Machine),1,265.0,8.0,,,2120.0,False,8.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Press (Machine),2,265.0,6.0,,10.0,1590.0,True,6.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Press (Machine),3,265.0,5.0,,9.0,1325.0,True,5.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Curl (Machine),1,80.0,9.0,,,720.0,False,9.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Curl (Machine),2,80.0,11.0,,9.0,880.0,True,11.0
2025-10-14 08:08:00,LEGS DAY,115,Leg Curl (Machine),3,80.0,6.0,,,480.0,False,6.0
2025-10-14 08:08:00,LEGS DAY,115,Calf Raise (Machine),1,125.0,6.0,,,750.0,False,6.0
2025-10-14 08:08:00,LEGS DAY,115,Calf Raise (Machine),2,125.0,6.0,,10.0,750.0,True,6.0
2025-10-14 08:08:00,LEGS DAY,115,Calf Raise (Machine),3,125.0,7.0,,7.0,875.0,True,7.0
2025-10-18 09:28:00,FULL BODY,105,Squat (Barbell),1,125.0,9.0,,9.0,1125.0,True,9.0
2025-10-18 09:28:00,FULL BODY,105,Squat (Barbell),2,125.0,6.0,,7.0,750.0,True,6.0
2025-10-18 09:28:00,FULL BODY,105,Squat (Barbell),3,125.0,6.0,,9.0,750.0,True,6.0
2025-10-18 09:28:00,FULL BODY,105,Bench Press (Barbell),1,105.0,4.0,,9.0,420.0,True,4.0
2025-10-18 09:28:00,FULL BODY,105,Bench Press (Barbell),2,105.0,6.0,,9.0,630.0,True,6.0
2025-10-18 09:28:00,FULL BODY,105,Bench Press (Barbell),3,105.0,4.0,,10.0,420.0,True,4.0
2025-10-18 09:28:00,FULL BODY,105,Seated Row (Cable),1,85.0,7.0,,,595.0,False,7.0
2025-10-18 09:28:00,FULL BODY,105,Seated Row (Cable),2,85.0,6.0,,9.0,510.0,True,6.0
2025-10-18 09:28:00,FULL BODY,105,Seated Row (Cable),3,85.0,6.0,,10.0,510.0,True,6.0
2025-10-18 09:28:00,FULL BODY,105,Overhead Press (Dumbbell),1,35.0,8.0,,9.0,280.0,True,8.0
2025-10-18 09:28:00,FULL BODY,105,Overhead Press (Dumbbell),2,35.0,7.0,,10.0,245.0,True,7.0
2025-10-18 09:28:00,FULL BODY,105,Overhead Press (Dumbbell),3,35.0,4.0,,8.0,140.0,True,4.0
2025-10-18 09:28:00,FULL BODY,105,Plank Hold,1,20.0,5.0,,7.0,100.0,True,5.0
2025-10-18 09:28:00,FULL BODY,105,Plank Hold,2,20.0,9.0,,7.0,180.0,True,9.0
2025-10-18 09:28:00,FULL BODY,105,Plank Hold,3,20.0,5.0,,8.0,100.0,True,5.0
2025-10-20 07:44:00,PUSH DAY,110,Bench Press (Barbell),1,145.0,7.0,,7.0,1015.0,True,7.0
2025-10-20 07:44:00,PUSH DAY,110,Bench Press (Barbell),2,145.0,5.0,,9.0,725.0,True,5.0
2025-10-20 07:44:00,PUSH DAY,110,Bench Press (Barbell),3,145.0,4.0,,10.0,580.0,True,4.0
2025-10-20 07:44:00,PUSH DAY,110,Bench Press (Barbell),4,145.0,4.0,,,580.0,False,4.0
2025-10-20 07:44:00,PUSH DAY,110,Overhead Press (Barbell),1,80.0,7.0,,8.0,560.0,True,7.0
2025-10-20 07:44:00,PUSH DAY,110,Overhead Press (Barbell),2,80.0,5.0,,,400.0,False,5.0
2025-10-20 07:44:00,PUSH DAY,110,Overhead Press (Barbell),3,80.0,6.0,,7.0,480.0,True,6.0
2025-10-20 07:44:00,PUSH DAY,110,Overhead Press (Barbell),4,80.0,5.0,,8.0,400.0,True,5.0
2025-10-20 07:44:00,PUSH DAY,110,Incline Press (Dumbbell),1,50.0,7.0,,8.0,350.0,True,7.0
